rel_path,eye_angle,chin_length,eyebrow_shape,eyebrow_thickness,face_shape,hair,face_color,hair_color,glasses
1/cs13933642725837738951.png,2,2,3,1,0,44,0,4,7
1/cs14068491681048204161.png,2,0,12,2,2,108,2,8,1
1/cs13242984261528248327.png,2,1,7,2,6,31,2,8,11
1/cs13930163128555082546.png,0,1,6,3,5,77,2,4,11
1/cs13460040818127981472.png,1,2,9,2,5,48,1,7,7
1/cs14045159932029301794.png,0,1,1,2,6,34,7,3,1
1/cs1358814165679778589.png,0,1,13,3,2,61,7,4,11
1/cs13752759763060161453.png,1,1,11,3,0,61,0,9,3
1/cs13776660820390026705.png,1,0,5,1,4,70,3,3,10
1/cs13455906777286562159.png,1,2,10,3,6,48,8,3,11
1/cs14032147833633498153.png,2,1,0,1,3,29,0,1,11
1/cs13778512934379944992.png,0,2,8,0,4,53,10,1,8
1/cs13421344181395162426.png,1,2,9,0,0,21,4,0,7
1/cs13201316432429380841.png,1,2,2,3,6,59,6,5,11
1/cs13794534340933014409.png,0,1,6,2,6,27,9,3,11
1/cs1377952157572803721.png,2,2,10,1,4,39,9,2,11
1/cs13882027681527615776.png,2,0,8,1,5,19,5,2,11
1/cs14382673646066191534.png,2,1,2,1,4,97,10,5,6
1/cs13714941487912366689.png,0,1,1,2,4,98,3,7,11
1/cs13932815159523581377.png,2,0,0,3,2,99,5,3,11
1/cs13031899864115209483.png,1,0,4,1,1,32,1,1,11
1/cs13531078010159885995.png,2,2,10,1,1,86,9,1,11
1/cs14013208725310315836.png,2,0,10,3,1,38,8,3,5
1/cs134373548078605616.png,1,0,5,0,4,60,2,5,11
1/cs1420727360319349998.png,2,2,13,0,0,13,10,9,11
1/cs13377462761013411799.png,1,0,13,1,0,63,10,1,11
1/cs13326943673914430550.png,1,1,1,3,6,55,1,9,7
1/cs13832049682700708156.png,2,0,13,2,6,19,7,4,8
1/cs14175899183117050317.png,0,2,4,1,1,40,10,4,4
1/cs13469635411942397355.png,1,0,9,2,3,95,5,4,11
1/cs13825504413205496820.png,1,1,6,2,0,109,2,1,2
1/cs13701611361430635270.png,2,1,11,3,2,28,10,7,11
1/cs14337216604057129901.png,0,0,11,3,2,106,0,5,11
1/cs13731048986291362182.png,1,0,5,1,4,95,2,3,11
1/cs13696950581987882720.png,0,1,7,3,4,89,2,2,7
1/cs13207481857187839354.png,0,1,4,3,0,91,4,6,11
1/cs13363189886015504540.png,1,0,8,1,2,49,10,2,8
1/cs13136502062722805765.png,0,0,3,2,2,86,9,6,11
1/cs13815528203300199502.png,2,0,1,3,1,59,9,1,11
1/cs14054329411572473107.png,2,2,4,0,1,63,4,7,11
1/cs13281526480811231756.png,2,1,4,1,6,29,6,5,11
1/cs1426500178266795290.png,0,0,10,0,2,54,1,8,11
1/cs1424920922814919143.png,0,2,4,2,1,110,7,6,11
1/cs14130016025443442840.png,0,2,12,1,3,94,5,2,11
1/cs13798146953772339297.png,0,0,12,3,0,33,5,6,8
1/cs13631920864385578283.png,1,2,8,2,5,48,0,5,2
1/cs13794570240308935207.png,0,2,11,0,0,25,0,7,11
1/cs1445080722888178672.png,0,1,1,0,3,92,8,4,6
1/cs14476203523466358707.png,2,1,10,1,4,109,0,4,5
1/cs1434103187662828314.png,0,2,10,3,2,43,5,0,11
1/cs13139057804275064964.png,1,1,11,2,5,37,6,9,9
1/cs14271464468551191767.png,2,1,3,3,2,39,7,5,11
1/cs14147323635354186857.png,2,1,11,2,4,104,8,2,9
1/cs13356983314550271480.png,1,0,2,3,4,80,2,8,0
1/cs13941784694929396697.png,2,0,6,2,5,64,0,8,11
1/cs13909329022157070474.png,2,1,12,1,2,30,2,1,11
1/cs13451528003089656167.png,1,2,3,2,6,66,5,0,0
1/cs1379412180338455241.png,1,0,6,2,3,94,2,8,11
1/cs13723974357066131597.png,2,0,13,1,6,30,2,3,11
1/cs1448884350198175479.png,0,1,4,3,6,3,10,7,9
1/cs13790349703092405477.png,0,0,7,3,5,101,7,4,11
1/cs1408624749262632443.png,0,0,1,3,1,47,10,1,3
1/cs14142990224496888956.png,0,0,0,2,1,97,8,7,9
1/cs13187379041788046989.png,1,0,10,0,1,47,6,7,11
1/cs13128327458758770294.png,2,1,9,1,3,54,7,6,8
1/cs13297595234858277900.png,1,1,9,2,1,25,1,6,1
1/cs13607974343959295852.png,0,0,11,3,0,80,7,8,8
1/cs13876713285660367876.png,0,0,8,2,5,50,5,1,10
1/cs13270086370758270884.png,2,1,6,3,6,57,6,7,6
1/cs13209989599854968434.png,2,2,2,0,6,53,8,1,10
1/cs13778828627981225672.png,1,2,3,1,2,48,6,2,0
1/cs13449646262243846378.png,2,2,11,2,0,8,1,7,9
1/cs13177103888423278318.png,2,1,2,3,4,102,4,2,1
1/cs14241888592716916528.png,1,1,6,3,0,5,7,4,11
1/cs1444770473502002776.png,0,2,2,0,6,22,9,5,11
1/cs1436274890371755129.png,2,1,4,1,5,103,4,5,11
1/cs14270285671215708643.png,2,0,8,0,5,83,4,9,11
1/cs13148385346439330085.png,0,0,5,2,0,33,4,9,11
1/cs13098859682624643368.png,1,0,4,0,0,18,9,5,11
1/cs14483764544324846988.png,0,0,8,2,0,55,9,6,0
1/cs13997825516708057310.png,1,2,0,0,2,0,9,8,9
1/cs14160863760624408574.png,2,0,6,2,4,82,1,4,11
1/cs13819888094908530157.png,0,0,8,1,6,77,8,0,11
1/cs1323905151834131628.png,1,1,10,2,4,12,10,2,10
1/cs14194515010971111692.png,2,0,13,2,5,96,3,2,0
1/cs13816738134797848095.png,1,2,5,3,4,46,5,7,11
1/cs14025565126638599387.png,1,1,2,0,3,45,8,0,11
1/cs13633142805712588969.png,2,0,2,3,2,52,0,1,2
1/cs13708774709496556677.png,2,2,6,3,0,31,6,5,11
1/cs14025658539475409258.png,2,0,8,2,5,44,7,9,11
1/cs14489236235581209870.png,0,1,3,0,0,93,4,2,5
1/cs14094869780462746182.png,1,0,2,0,4,46,8,9,11
1/cs1328336454701503123.png,2,2,11,3,2,105,8,6,11
1/cs1332144793766244668.png,1,0,5,0,3,76,7,7,1
1/cs13165453919473724017.png,1,0,13,2,1,20,3,8,11
1/cs1355914862178616824.png,2,0,11,2,2,9,2,3,11
1/cs13199996726502938704.png,2,2,5,0,0,105,8,1,0
1/cs14199336757025421486.png,1,1,0,0,4,81,5,1,7
1/cs14089357318940682061.png,0,2,7,2,1,104,10,6,10
1/cs13920407951343776742.png,2,1,6,3,3,13,5,0,10
1/cs13013508512559525487.png,0,1,0,3,0,55,5,6,5
1/cs1306137205616701510.png,0,0,12,0,6,94,7,7,11
1/cs14081907751334339750.png,1,2,12,1,0,26,4,5,2
1/cs13180755482909480009.png,1,2,2,2,0,21,8,5,9
1/cs1398430020037986008.png,2,0,11,1,6,55,9,2,5
1/cs13678118174795618740.png,0,2,9,2,1,87,2,3,11
1/cs14156131176606301320.png,1,0,13,2,6,55,3,7,3
1/cs13376990835292170044.png,1,2,1,1,1,83,0,0,11
1/cs1446026179844951762.png,2,1,8,2,3,60,8,1,11
1/cs14235299194649444727.png,2,2,1,1,5,18,6,0,11
1/cs14138660660590498251.png,2,2,8,3,6,4,0,2,1
1/cs13633035679512066616.png,0,2,1,1,6,55,2,0,3
1/cs13169055351489611544.png,2,0,8,0,0,94,0,1,11
1/cs14419145057367939028.png,2,1,1,3,1,76,8,2,6
1/cs13339189050832454062.png,2,1,10,3,1,73,7,4,1
1/cs13492493459267096881.png,0,1,12,3,3,81,4,7,11
1/cs14133660694155384766.png,0,0,4,3,6,99,7,2,5
1/cs13819191516121049606.png,2,2,13,0,6,6,8,4,2
1/cs13834221284144160639.png,0,1,1,3,3,67,5,6,1
1/cs13314392563510972581.png,0,0,5,2,5,9,10,2,11
1/cs1377656140649362302.png,2,1,7,0,4,102,0,2,11
1/cs13954227403775507208.png,1,1,10,0,0,78,6,7,1
1/cs13433980092595761253.png,0,2,2,3,6,94,0,4,11
1/cs1352873549992344646.png,2,2,11,1,5,90,9,2,8
1/cs13768082448230143390.png,2,2,11,2,5,90,10,1,11
1/cs1404726235227127432.png,2,2,13,2,0,31,4,6,11
1/cs13626742548810676005.png,1,0,10,1,6,82,4,0,5
1/cs13048541863967562866.png,1,1,7,0,4,89,7,3,9
1/cs1401980412471875009.png,1,2,7,3,2,49,7,9,11
1/cs14194640598183768796.png,2,2,12,0,1,90,9,9,6
1/cs13891585177221822557.png,1,0,7,3,4,52,0,6,9
